USGS_site,datetime,q,no3_mg_per_l,no3_gse,total_p_mg_per_l,total_p_gse,ssc_mg_per_l,ssc_gse
03339000,2021-04-15,621.00,5.35,1.14,0.07,1.00,17.95,2.18
03339000,2021-04-16,576.00,5.30,1.14,0.08,1.49,14.42,2.19
03339000,2021-04-17,611.00,5.30,1.13,0.08,1.49,17.08,2.22
03339000,2021-04-18,581.00,5.20,1.14,0.08,1.46,16.70,2.15
03339000,2021-04-19,535.00,5.09,1.14,0.09,1.47,14.62,2.14
03339000,2021-04-20,548.00,5.20,1.14,0.10,1.49,19.30,2.12
03339000,2021-04-21,578.00,5.32,1.00,0.06,1.00,19.12,2.11
03339000,2021-04-22,528.00,5.16,1.15,0.10,1.47,17.62,2.10
03339000,2021-04-23,483.00,5.08,1.14,0.07,1.00,13.21,2.15
03339000,2021-04-24,502.00,4.84,1.14,0.09,1.49,14.99,2.12
03339000,2021-04-25,496.00,4.60,1.16,0.09,1.48,16.75,2.18
03339000,2021-04-26,433.00,4.44,1.16,0.07,1.47,10.18,2.22
03339000,2021-04-27,407.00,4.38,1.16,0.07,1.50,9.00,2.20
03339000,2021-04-28,468.00,4.26,1.16,0.16,1.50,52.17,2.13
03339000,2021-04-29,810.00,4.40,1.16,0.36,1.00,62.40,2.11
03339000,2021-04-30,2480.00,7.00,1.00,0.38,1.00,207.00,1.00
03339000,2021-05-01,1720.00,8.56,1.09,0.26,1.45,193.29,2.13
03339000,2021-05-02,1260.00,7.81,1.10,0.17,1.45,77.96,2.14
03339000,2021-05-03,1110.00,6.79,1.12,0.13,1.44,49.42,2.10
03339000,2021-05-04,931.00,6.35,1.12,0.12,1.46,38.24,2.11
03339000,2021-05-05,901.00,5.96,1.13,0.12,1.43,35.90,2.09
03339000,2021-05-06,775.00,5.65,1.13,0.15,1.47,59.88,2.08
03339000,2021-05-07,775.00,5.47,1.14,0.12,1.44,39.55,2.08
03339000,2021-05-08,756.00,5.40,1.14,0.11,1.47,35.82,2.15
03339000,2021-05-09,2240.00,5.48,1.13,0.24,1.00,613.94,2.17
03339000,2021-05-10,6590.00,10.06,1.08,0.37,1.00,947.21,2.22
03339000,2021-05-11,5820.00,12.49,1.07,0.43,1.50,536.64,2.30
03339000,2021-05-12,3850.00,12.96,1.06,0.26,1.00,301.74,2.23
03339000,2021-05-13,2290.00,11.99,1.07,0.27,1.48,182.59,2.19
03339000,2021-05-14,1860.00,11.66,1.07,0.22,1.48,132.09,2.12
03339000,2021-05-15,1350.00,10.33,1.08,0.19,1.46,85.35,2.14
03339000,2021-05-16,1280.00,10.32,1.08,0.18,1.45,76.30,2.15
03339000,2021-05-17,1220.00,9.72,1.08,0.16,1.46,67.37,2.14
03339000,2021-05-18,1290.00,9.37,1.09,0.15,1.48,57.15,2.11
03339000,2021-05-19,1680.00,9.21,1.09,0.20,1.47,121.66,2.12
03339000,2021-05-20,1740.00,10.18,1.08,0.18,1.45,96.83,2.09
03339000,2021-05-21,1460.00,9.89,1.09,0.12,1.00,49.17,2.05
03339000,2021-05-22,1200.00,9.45,1.09,0.11,1.46,35.57,2.15
03339000,2021-05-23,1110.00,8.95,1.09,0.11,1.48,32.15,2.15
03339000,2021-05-24,979.00,8.45,1.10,0.09,1.00,24.30,2.12
03339000,2021-05-25,940.00,8.24,1.10,0.08,1.46,19.08,2.12
03339000,2021-05-26,938.00,7.97,1.10,0.09,1.48,18.82,2.13
03339000,2021-05-27,814.00,7.47,1.10,0.08,1.45,15.93,2.10
03339000,2021-05-28,948.00,7.71,1.10,0.10,1.47,24.21,2.14
03339000,2021-05-29,1000.00,7.35,1.11,0.10,1.47,25.92,2.15
03339000,2021-05-30,1250.00,7.81,1.10,0.11,1.47,39.56,2.11
03339000,2021-05-31,1050.00,7.93,1.10,0.11,1.46,32.45,2.05
03339000,2021-06-01,986.00,8.56,1.09,0.06,1.00,26.44,2.13
03339000,2021-06-02,807.00,8.24,1.10,0.09,1.47,19.82,2.21
03339000,2021-06-03,768.00,7.77,1.11,0.08,1.47,18.56,2.15
03339000,2021-06-04,843.00,7.61,1.10,0.08,1.47,19.72,2.11
03339000,2021-06-05,614.00,7.22,1.11,0.08,1.46,11.27,2.12
03339000,2021-06-06,650.00,6.94,1.12,0.08,1.48,14.28,2.17
03339000,2021-06-07,572.00,7.01,1.00,0.07,1.00,16.00,1.00
03339000,2021-06-08,710.00,5.97,1.13,0.19,1.48,102.93,2.12
03339000,2021-06-09,982.00,6.25,1.12,0.16,1.45,79.28,2.10
03339000,2021-06-10,1400.00,8.24,1.10,0.23,1.47,128.59,2.14
03339000,2021-06-11,996.00,9.40,1.09,0.18,1.48,61.59,2.21
03339000,2021-06-12,787.00,8.83,1.09,0.15,1.48,47.37,2.22
03339000,2021-06-13,797.00,8.18,1.10,0.15,1.58,48.82,2.31
03339000,2021-06-14,838.00,7.42,1.11,0.24,1.56,111.76,2.31
03339000,2021-06-15,633.00,7.35,1.11,0.20,1.47,70.71,2.16
03339000,2021-06-16,544.00,7.03,1.12,0.14,1.49,36.73,2.16
03339000,2021-06-17,489.00,6.61,1.12,0.12,1.49,28.39,2.16
03339000,2021-06-18,462.00,6.10,1.12,0.12,1.47,27.31,2.18
03339000,2021-06-19,2880.00,3.98,1.17,1.01,1.48,2761.92,2.25
03339000,2021-06-20,2500.00,7.14,1.11,0.40,1.47,312.46,2.17
03339000,2021-06-21,1690.00,7.67,1.11,0.29,1.48,175.40,2.18
03339000,2021-06-22,1140.00,7.21,1.11,0.24,1.47,128.89,2.15
03339000,2021-06-23,840.00,6.85,1.12,0.23,1.48,98.91,2.17
03339000,2021-06-24,660.00,6.59,1.13,0.21,1.47,84.06,2.20
03339000,2021-06-25,1450.00,5.50,1.14,0.26,1.00,511.82,2.22
03339000,2021-06-26,4930.00,6.25,1.12,0.47,1.00,911.53,2.25
03339000,2021-06-27,11800.00,6.26,1.12,0.42,1.00,607.32,2.25
03339000,2021-06-28,15600.00,7.46,1.10,0.33,1.52,287.03,2.27
03339000,2021-06-29,14400.00,7.79,1.10,0.31,1.00,237.79,2.24
03339000,2021-06-30,10700.00,7.25,1.11,0.25,1.51,186.24,2.34
03339000,2021-07-01,9530.00,5.92,1.12,0.30,1.48,302.37,2.24
03339000,2021-07-02,6140.00,5.95,1.12,0.24,1.49,162.57,2.21
03339000,2021-07-03,3600.00,6.80,1.11,0.23,1.47,142.20,2.21
03339000,2021-07-04,2560.00,6.93,1.11,0.20,1.48,111.90,2.18
03339000,2021-07-05,1940.00,6.81,1.11,0.18,1.47,88.44,2.20
03339000,2021-07-06,1560.00,6.52,1.12,0.17,1.48,86.48,2.25
03339000,2021-07-07,1330.00,6.30,1.12,0.16,1.48,72.17,2.27
03339000,2021-07-08,1160.00,6.06,1.14,0.16,1.50,61.99,2.25
03339000,2021-07-09,1060.00,5.73,1.13,0.14,1.50,52.93,2.20
03339000,2021-07-10,1010.00,5.75,1.13,0.14,1.51,44.93,2.23
03339000,2021-07-11,1290.00,5.30,1.00,0.41,1.00,925.55,2.32
03339000,2021-07-12,1740.00,2.18,1.00,0.55,1.00,320.76,2.24
03339000,2021-07-13,1910.00,5.14,1.00,0.15,1.00,170.09,2.28
03339000,2021-07-14,1920.00,4.27,1.17,0.26,1.57,171.64,2.27
03339000,2021-07-15,1390.00,4.46,1.17,0.18,1.57,78.68,2.29
03339000,2021-07-16,2310.00,4.08,1.17,0.29,1.58,242.25,2.27
03339000,2021-07-17,3590.00,3.95,1.17,0.35,1.48,358.97,2.20
03339000,2021-07-18,3170.00,4.76,1.15,0.31,1.50,233.23,2.17
03339000,2021-07-19,2000.00,5.34,1.14,0.23,1.50,127.08,2.19
03339000,2021-07-20,1360.00,5.32,1.14,0.18,1.49,78.72,2.16
03339000,2021-07-21,1050.00,5.52,1.00,0.14,1.00,55.50,2.22
03339000,2021-07-22,871.00,5.40,1.00,0.13,1.00,39.95,2.21
03339000,2021-07-23,722.00,5.18,1.00,0.11,1.00,30.97,2.16
03339000,2021-07-24,680.00,4.35,1.17,0.20,1.48,88.26,2.22
03339000,2021-07-25,1260.00,4.53,1.00,0.30,1.00,121.49,2.25
03339000,2021-07-26,1540.00,4.44,1.00,0.15,1.00,54.33,2.17
03339000,2021-07-27,1010.00,4.04,1.00,0.13,1.00,36.41,2.19
03339000,2021-07-28,647.00,3.26,1.20,0.15,1.48,29.38,2.17
03339000,2021-07-29,555.00,3.24,1.19,0.15,1.46,25.75,2.23
03339000,2021-07-30,536.00,3.26,1.19,0.13,1.47,24.01,2.22
03339000,2021-07-31,472.00,2.94,1.20,0.12,1.47,21.71,2.19
03339000,2021-08-01,422.00,2.83,1.20,0.13,1.47,17.48,2.19
03339000,2021-08-02,351.00,2.77,1.20,0.11,1.46,13.88,2.24
03339000,2021-08-03,313.00,2.85,1.00,0.07,1.00,16.75,2.20
03339000,2021-08-04,291.00,2.76,1.22,0.10,1.47,13.18,2.25
03339000,2021-08-05,253.00,2.65,1.22,0.10,1.47,11.57,2.23
03339000,2021-08-06,208.00,2.29,1.00,0.05,1.00,9.90,2.24
03339000,2021-08-07,197.00,2.23,1.23,0.10,1.48,9.36,2.24
03339000,2021-08-08,187.00,2.16,1.24,0.10,1.48,8.42,2.23
03339000,2021-08-09,181.00,1.91,1.25,0.14,1.52,15.34,2.27
03339000,2021-08-10,172.00,1.79,1.26,0.16,1.48,20.74,2.21
03339000,2021-08-11,173.00,1.65,1.00,0.11,1.00,18.06,2.25
03339000,2021-08-12,188.00,1.76,1.25,0.17,1.50,17.78,2.19
03339000,2021-08-13,796.00,1.56,1.00,0.11,1.00,141.04,2.18
03339000,2021-08-14,2690.00,1.52,1.00,0.60,1.56,225.16,2.43
03339000,2021-08-15,2400.00,1.77,1.00,0.43,1.53,130.74,2.34
03339000,2021-08-16,944.00,2.10,1.22,0.32,1.50,77.60,2.21
03339000,2021-08-17,543.00,2.80,1.00,0.27,1.49,58.22,2.26
03339000,2021-08-18,374.00,2.10,1.24,0.27,1.50,55.08,2.14
03339000,2021-08-19,294.00,2.17,1.23,0.20,1.50,32.77,2.17
03339000,2021-08-20,263.00,2.24,1.23,0.16,1.47,23.46,2.10
03339000,2021-08-21,219.00,2.22,1.22,0.15,1.49,19.45,2.20
03339000,2021-08-22,187.00,2.16,1.22,0.13,1.47,16.63,2.16
03339000,2021-08-23,166.00,2.14,1.22,0.13,1.48,13.99,2.18
03339000,2021-08-24,173.00,2.25,1.21,0.13,1.47,13.46,2.22
03339000,2021-08-25,230.00,1.85,1.23,0.19,1.46,31.11,2.18
03339000,2021-08-26,424.00,1.41,1.00,0.48,1.49,249.58,2.22
03339000,2021-08-27,412.00,1.21,1.00,0.26,1.48,88.10,2.24
03339000,2021-08-28,324.00,2.51,1.21,0.21,1.47,56.69,2.20
03339000,2021-08-29,243.00,1.94,1.23,0.40,1.50,151.72,2.24
03339000,2021-08-30,340.00,1.47,1.26,0.67,1.51,259.98,2.23
03339000,2021-08-31,210.00,1.09,1.00,0.38,1.51,75.59,2.24
03339000,2021-09-01,165.00,1.26,1.25,0.34,1.50,53.69,2.20
03339000,2021-09-02,143.00,1.34,1.25,0.30,1.48,47.03,2.19
03339000,2021-09-03,127.00,1.45,1.25,0.28,1.50,41.98,2.19
03339000,2021-09-04,215.00,1.52,1.00,0.58,1.51,245.98,2.25
03339000,2021-09-05,242.00,1.33,1.00,0.61,1.54,197.16,2.22
03339000,2021-09-06,164.00,1.60,1.26,0.34,1.50,65.17,2.20
03339000,2021-09-07,159.00,1.48,1.27,0.48,1.51,149.36,2.26
03339000,2021-09-08,312.00,1.50,1.00,0.51,1.51,208.50,2.21
03339000,2021-09-09,619.00,1.02,1.00,0.47,1.52,240.47,2.25
03339000,2021-09-10,410.00,1.99,1.24,0.43,1.49,85.51,2.17
03339000,2021-09-11,271.00,1.48,1.26,0.36,1.50,53.94,2.20
03339000,2021-09-12,190.00,1.34,1.25,0.33,1.49,41.29,2.25
03339000,2021-09-13,153.00,1.30,1.24,0.31,1.50,32.73,2.23
03339000,2021-09-14,133.00,1.37,1.26,0.27,1.50,27.26,2.23
03339000,2021-09-15,118.00,1.41,1.26,0.25,1.49,25.16,2.23
03339000,2021-09-16,108.00,1.36,1.28,0.26,1.50,23.65,2.21
03339000,2021-09-17,106.00,1.51,1.26,0.20,1.48,18.69,2.25
03339000,2021-09-18,96.00,1.52,1.26,0.18,1.47,16.59,2.22
03339000,2021-09-19,94.90,1.57,1.25,0.17,1.48,14.77,2.19
03339000,2021-09-20,94.10,1.57,1.24,0.17,1.48,13.12,2.24
03339000,2021-09-21,107.00,1.60,1.26,0.22,1.51,20.40,2.24
03339000,2021-09-22,201.00,1.86,1.23,0.25,1.50,31.55,2.15
03339000,2021-09-23,276.00,2.21,1.23,0.23,1.47,35.91,2.18
03339000,2021-09-24,254.00,2.26,1.23,0.22,1.47,31.75,2.21
03339000,2021-09-25,209.00,1.72,1.26,0.25,1.46,26.81,2.15
03339000,2021-09-26,174.00,1.54,1.26,0.24,1.50,23.15,2.18
03339000,2021-09-27,155.00,1.55,1.26,0.23,1.48,20.98,2.20
03339000,2021-09-28,132.00,1.45,1.25,0.22,1.48,19.47,2.18
03339000,2021-09-29,117.00,2.30,1.00,0.22,1.49,18.78,2.28
03339000,2021-09-30,111.00,1.49,1.25,0.20,1.50,16.41,2.23
03346500,2015-10-01,452.00,0.68,1.55,0.23,1.33,76.69,1.53
03346500,2015-10-02,281.00,0.65,1.57,0.21,1.33,60.96,1.52
03346500,2015-10-03,188.00,0.62,1.63,0.20,1.36,58.91,1.52
03346500,2015-10-04,145.00,0.58,1.63,0.18,1.39,41.70,1.54
03346500,2015-10-05,127.00,0.55,1.61,0.16,1.35,38.21,1.55
03346500,2015-10-06,114.00,0.52,1.63,0.14,1.33,29.72,1.54
03346500,2015-10-07,106.00,0.50,1.63,0.12,1.33,24.08,1.55
03346500,2015-10-08,100.00,0.48,1.61,0.11,1.34,20.61,1.52
03346500,2015-10-09,94.70,0.46,1.62,0.11,1.34,19.86,1.53
03346500,2015-10-10,90.90,0.43,1.64,0.14,1.35,28.44,1.54
03346500,2015-10-11,86.40,0.41,1.64,0.15,1.33,34.09,1.55
03346500,2015-10-12,84.20,0.40,1.69,0.15,1.35,36.62,1.53
03346500,2015-10-13,82.80,0.41,1.66,0.15,1.34,33.22,1.54
03346500,2015-10-14,80.70,0.40,1.67,0.15,1.34,31.98,1.55
03346500,2015-10-15,76.10,0.39,1.69,0.15,1.34,33.57,1.55
03346500,2015-10-16,73.30,0.38,1.68,0.15,1.35,34.62,1.55
03346500,2015-10-17,71.00,0.38,1.67,0.14,1.35,28.98,1.55
03346500,2015-10-18,71.00,0.39,1.65,0.13,1.38,25.62,1.54
03346500,2015-10-19,68.00,0.39,1.66,0.12,1.34,24.49,1.52
03346500,2015-10-20,66.70,0.39,1.71,0.14,1.39,27.46,1.59
03346500,2015-10-21,66.10,0.37,1.67,0.14,1.34,30.86,1.54
03346500,2015-10-22,66.40,0.39,1.67,0.14,1.33,29.66,1.56
03346500,2015-10-23,66.10,0.39,1.69,0.15,1.40,30.46,1.51
03346500,2015-10-24,66.50,0.37,1.69,0.16,1.37,41.87,1.52
03346500,2015-10-25,64.40,0.35,1.71,0.17,1.35,41.95,1.57
03346500,2015-10-26,62.90,0.36,1.68,0.15,1.41,31.93,1.52
03346500,2015-10-27,66.40,0.35,1.69,0.18,1.34,51.39,1.52
03346500,2015-10-28,78.70,0.38,1.68,0.18,1.38,50.62,1.55
03346500,2015-10-29,75.00,0.40,1.68,0.15,1.36,32.61,1.52
03346500,2015-10-30,77.10,0.42,1.64,0.13,1.35,24.49,1.52
03346500,2015-10-31,77.10,0.42,1.65,0.14,1.39,28.89,1.50
03346500,2015-11-01,78.30,0.40,1.66,0.15,1.34,33.62,1.55
03346500,2015-11-02,91.70,0.41,1.66,0.15,1.33,37.01,1.54
03346500,2015-11-03,98.50,0.08,1.00,0.13,1.00,40.70,1.56
03346500,2015-11-04,92.60,0.40,1.65,0.17,1.37,42.76,1.55
03346500,2015-11-05,88.80,0.39,1.68,0.17,1.35,43.56,1.54
03346500,2015-11-06,105.00,0.41,1.65,0.18,1.38,51.24,1.52
03346500,2015-11-07,123.00,0.42,1.65,0.17,1.34,47.63,1.57
03346500,2015-11-08,101.00,0.42,1.67,0.16,1.34,42.42,1.57
03346500,2015-11-09,91.70,0.44,1.64,0.15,1.38,32.68,1.58
03346500,2015-11-10,88.90,0.43,1.63,0.14,1.32,30.13,1.56
03346500,2015-11-11,84.00,0.43,1.65,0.14,1.34,34.01,1.54
03346500,2015-11-12,85.70,0.40,1.65,0.16,1.38,41.83,1.50
03346500,2015-11-13,82.80,0.43,1.65,0.14,1.35,33.66,1.56
03346500,2015-11-14,78.10,0.48,1.63,0.13,1.35,26.21,1.55
03346500,2015-11-15,76.70,0.61,1.60,0.12,1.37,22.67,1.53
03346500,2015-11-16,79.30,0.76,1.56,0.13,1.39,24.11,1.52
03346500,2015-11-17,374.00,0.68,1.58,0.36,1.39,190.51,1.54
03346500,2015-11-18,1630.00,1.19,1.38,0.56,1.35,441.79,1.60
03346500,2015-11-19,4250.00,2.11,1.19,0.73,1.38,721.35,1.55
03346500,2015-11-20,3710.00,2.32,1.18,0.67,1.37,580.94,1.56
03346500,2015-11-21,1720.00,2.14,1.20,0.54,1.35,381.95,1.54
03346500,2015-11-22,1200.00,1.67,1.28,0.37,1.35,188.68,1.53
03346500,2015-11-23,1110.00,1.69,1.25,0.28,1.33,111.95,1.49
03346500,2015-11-24,1080.00,2.06,1.20,0.25,1.33,88.19,1.52
03346500,2015-11-25,891.00,2.32,1.18,0.23,1.35,73.14,1.53
03346500,2015-11-26,752.00,2.25,1.19,0.21,1.35,61.41,1.52
03346500,2015-11-27,741.00,2.37,1.17,0.24,1.35,84.22,1.57
03346500,2015-11-28,3680.00,2.04,1.21,0.57,1.35,459.26,1.56
03346500,2015-11-29,7480.00,2.39,1.18,0.69,1.35,726.84,1.59
03346500,2015-11-30,7360.00,2.34,1.17,0.56,1.35,466.82,1.55
03346500,2015-12-01,3980.00,2.62,1.15,0.47,1.33,317.14,1.57
03346500,2015-12-02,2530.00,3.76,1.11,0.45,1.38,247.84,1.56
03346500,2015-12-03,2030.00,4.73,1.08,0.35,1.38,175.60,1.54
03346500,2015-12-04,1660.00,5.15,1.08,0.31,1.36,126.58,1.53
03346500,2015-12-05,1400.00,5.42,1.07,0.26,1.34,90.70,1.53
03346500,2015-12-06,1200.00,5.45,1.08,0.22,1.36,69.68,1.57
03346500,2015-12-07,1060.00,5.36,1.08,0.19,1.34,50.70,1.56
03346500,2015-12-08,952.00,5.16,1.08,0.17,1.38,41.41,1.56
03346500,2015-12-09,882.00,4.95,1.08,0.17,1.34,37.18,1.54
03346500,2015-12-10,822.00,4.79,1.08,0.16,1.34,37.83,1.57
03346500,2015-12-11,774.00,4.69,1.08,0.16,1.36,36.37,1.55
03346500,2015-12-12,724.00,4.59,1.09,0.17,1.35,39.53,1.53
03346500,2015-12-13,683.00,4.53,1.09,0.18,1.36,43.18,1.59
03346500,2015-12-14,690.00,4.28,1.09,0.19,1.40,48.85,1.55
03346500,2015-12-15,955.00,3.89,1.10,0.21,1.34,63.46,1.53
03346500,2015-12-16,1620.00,3.25,1.12,0.37,1.34,210.70,1.55
03346500,2015-12-17,1340.00,2.33,1.18,0.46,1.35,336.47,1.52
03346500,2015-12-18,1150.00,2.89,1.15,0.40,1.36,242.16,1.56
03346500,2015-12-19,1080.00,3.84,1.11,0.29,1.37,126.88,1.53
03346500,2015-12-20,969.00,4.29,1.09,0.22,1.33,74.08,1.52
03346500,2015-12-21,912.00,4.48,1.09,0.19,1.36,55.12,1.54
03346500,2015-12-22,1350.00,4.10,1.10,0.30,1.33,141.41,1.55
03346500,2015-12-23,2520.00,3.15,1.13,0.56,1.40,479.50,1.54
03346500,2015-12-24,6140.00,2.75,1.15,0.78,1.40,993.72,1.58
03346500,2015-12-25,8130.00,2.86,1.14,0.91,1.39,1424.58,1.60
03346500,2015-12-26,8680.00,3.52,1.11,0.73,1.35,881.19,1.60
03346500,2015-12-27,10200.00,3.55,1.11,0.65,1.37,658.68,1.53
03346500,2015-12-28,12500.00,2.33,1.18,0.59,1.36,631.17,1.54
03346500,2015-12-29,18100.00,1.44,1.27,0.46,1.36,440.46,1.57
03346500,2015-12-30,27700.00,1.39,1.27,0.48,1.36,473.81,1.59
03346500,2015-12-31,35100.00,1.45,1.26,0.54,1.39,602.62,1.59
03346500,2016-01-01,35300.00,0.89,1.00,0.45,1.00,596.24,1.60
03346500,2016-01-02,31700.00,1.78,1.22,0.53,1.35,557.64,1.57
03346500,2016-01-03,28500.00,2.12,1.19,0.52,1.36,584.16,1.61
03346500,2016-01-04,27400.00,2.41,1.16,0.52,1.38,570.64,1.58
03346500,2016-01-05,25000.00,2.64,1.15,0.50,1.33,518.41,1.55
03346500,2016-01-06,21700.00,3.00,1.13,0.47,1.37,495.99,1.60
03346500,2016-01-07,17900.00,3.32,1.11,0.46,1.36,434.26,1.58
03346500,2016-01-08,13600.00,3.60,1.11,0.43,1.33,388.46,1.59
03346500,2016-01-09,9930.00,3.64,1.11,0.43,1.35,362.66,1.52
03346500,2016-01-10,7410.00,3.71,1.11,0.44,1.33,390.40,1.53
03346500,2016-01-11,6160.00,3.60,1.11,0.42,1.34,382.21,1.53
03346500,2016-01-12,4490.00,3.35,1.12,0.40,1.35,331.42,1.58
03346500,2016-01-13,3280.00,3.53,1.11,0.30,1.34,195.60,1.55
03346500,2016-01-14,2580.00,4.10,1.10,0.26,1.34,138.54,1.53
03346500,2016-01-15,2360.00,4.73,1.08,0.24,1.34,125.54,1.56
03346500,2016-01-16,2130.00,4.98,1.08,0.22,1.33,98.33,1.51
03346500,2016-01-17,1850.00,5.26,1.08,0.19,1.34,78.99,1.52
03346500,2016-01-18,1950.00,5.39,1.07,0.17,1.37,65.42,1.59
03346500,2016-01-19,1690.00,5.35,1.07,0.15,1.52,59.83,1.90
03346500,2016-01-20,1560.00,5.40,1.08,0.13,1.46,45.18,1.79
03346500,2016-01-21,1480.00,5.29,1.07,0.12,1.47,34.65,1.76
03346500,2016-01-22,1380.00,5.03,1.00,0.09,1.00,26.00,1.00
03346500,2016-01-23,1370.00,4.80,1.09,0.11,1.43,30.20,1.65
03346500,2016-01-24,1370.00,4.72,1.08,0.11,1.44,31.72,1.68
03346500,2016-01-25,1450.00,5.00,1.08,0.11,1.37,29.29,1.58
03346500,2016-01-26,1400.00,4.69,1.08,0.11,1.37,28.20,1.56
03346500,2016-01-27,1360.00,4.61,1.09,0.10,1.33,25.47,1.53
03346500,2016-01-28,1320.00,4.66,1.08,0.10,1.36,25.13,1.52
03346500,2016-01-29,1300.00,4.63,1.00,0.12,1.00,33.00,1.00
03346500,2016-01-30,1250.00,4.31,1.09,0.10,1.34,23.68,1.53
03346500,2016-01-31,1220.00,4.27,1.09,0.11,1.34,27.64,1.51
03346500,2016-02-01,1210.00,4.16,1.09,0.12,1.34,33.16,1.55
03346500,2016-02-02,1190.00,4.10,1.10,0.11,1.34,31.33,1.53
03346500,2016-02-03,1200.00,4.00,1.10,0.11,1.36,31.78,1.57
03346500,2016-02-04,1230.00,3.91,1.10,0.10,1.36,26.04,1.54
03346500,2016-02-05,1430.00,4.12,1.10,0.12,1.34,36.96,1.55
03346500,2016-02-06,1420.00,3.75,1.11,0.22,1.33,129.62,1.50
03346500,2016-02-07,1430.00,4.00,1.10,0.22,1.38,134.28,1.47
03346500,2016-02-08,1390.00,4.93,1.08,0.18,1.33,77.71,1.50
03346500,2016-02-09,1310.00,5.06,1.08,0.15,1.34,58.30,1.49
03346500,2016-02-10,1240.00,5.27,1.08,0.13,1.32,43.65,1.55
03346500,2016-02-11,1190.00,5.62,1.07,0.12,1.34,38.22,1.56
03346500,2016-02-12,1110.00,5.73,1.07,0.11,1.33,31.64,1.51
03346500,2016-02-13,1020.00,5.85,1.07,0.10,1.39,25.62,1.60
03346500,2016-02-14,926.00,5.67,1.07,0.09,1.49,21.85,1.74
03346500,2016-02-15,911.00,5.57,1.07,0.08,1.42,18.83,1.66
03346500,2016-02-16,910.00,5.26,1.08,0.08,1.40,17.10,1.56
03346500,2016-02-17,923.00,5.14,1.08,0.08,1.35,17.03,1.56
03346500,2016-02-18,939.00,4.99,1.08,0.08,1.35,17.00,1.54
03346500,2016-02-19,951.00,4.96,1.08,0.09,1.35,20.78,1.53
03346500,2016-02-20,961.00,5.05,1.08,0.10,1.36,27.07,1.54
03346500,2016-02-21,2090.00,3.31,1.12,0.53,1.38,794.47,1.55
03346500,2016-02-22,2890.00,3.00,1.13,0.47,1.33,631.23,1.55
03346500,2016-02-23,2480.00,2.51,1.15,0.44,1.35,600.74,1.56
03346500,2016-02-24,5050.00,2.29,1.18,0.60,1.34,1076.47,1.51
03346500,2016-02-25,10500.00,2.73,1.15,0.58,1.36,1027.99,1.55
03346500,2016-02-26,11000.00,2.48,1.16,0.46,1.33,781.22,1.57
03346500,2016-02-27,10200.00,2.31,1.18,0.40,1.35,531.71,1.53
03346500,2016-02-28,8210.00,2.35,1.17,0.35,1.33,425.03,1.54
03346500,2016-02-29,4990.00,2.37,1.17,0.34,1.34,355.59,1.52
03346500,2016-03-01,4370.00,2.54,1.16,0.34,1.35,382.72,1.51
03346500,2016-03-02,4480.00,2.90,1.00,0.23,1.00,169.00,1.00
03346500,2016-03-03,3330.00,3.69,1.11,0.25,1.37,185.52,1.51
03346500,2016-03-04,2630.00,4.07,1.10,0.20,1.32,121.89,1.49
03346500,2016-03-05,2170.00,4.21,1.10,0.17,1.34,92.16,1.49
03346500,2016-03-06,1880.00,4.17,1.10,0.15,1.31,73.58,1.49
03346500,2016-03-07,1700.00,3.99,1.10,0.14,1.34,64.90,1.52
03346500,2016-03-08,1580.00,3.92,1.10,0.14,1.33,60.48,1.53
03346500,2016-03-09,1520.00,3.77,1.11,0.14,1.33,57.17,1.51
03346500,2016-03-10,2090.00,3.13,1.12,0.22,1.34,152.31,1.52
03346500,2016-03-11,4320.00,2.54,1.16,0.29,1.32,284.88,1.53
03346500,2016-03-12,4240.00,2.39,1.16,0.29,1.34,282.99,1.51
03346500,2016-03-13,3000.00,2.35,1.17,0.25,1.33,208.83,1.55
03346500,2016-03-14,3620.00,2.66,1.15,0.28,1.34,262.47,1.51
03346500,2016-03-15,4640.00,2.51,1.15,0.32,1.35,361.99,1.54
03346500,2016-03-16,4880.00,3.37,1.12,0.34,1.35,389.51,1.52
03346500,2016-03-17,4670.00,5.04,1.08,0.41,1.36,536.52,1.50
03346500,2016-03-18,4230.00,7.08,1.06,0.33,1.32,329.14,1.50
03346500,2016-03-19,3880.00,7.86,1.05,0.27,1.32,235.04,1.52
03346500,2016-03-20,3520.00,7.63,1.05,0.23,1.32,158.78,1.54
03346500,2016-03-21,3210.00,6.78,1.06,0.20,1.33,123.61,1.52
03346500,2016-03-22,2500.00,5.56,1.00,0.13,1.00,61.00,1.00
03346500,2016-03-23,1870.00,5.63,1.07,0.16,1.35,77.29,1.53
03346500,2016-03-24,2040.00,4.74,1.09,0.28,1.34,266.01,1.51
03346500,2016-03-25,3700.00,3.61,1.11,0.32,1.30,352.46,1.52
03346500,2016-03-26,2750.00,2.78,1.14,0.34,1.36,375.69,1.50
03346500,2016-03-27,1940.00,3.11,1.13,0.25,1.34,204.51,1.48
03346500,2016-03-28,1820.00,3.22,1.12,0.24,1.35,181.99,1.53
03346500,2016-03-29,1600.00,3.47,1.12,0.19,1.34,117.00,1.53
03346500,2016-03-30,1460.00,3.47,1.11,0.15,1.32,79.71,1.50
03346500,2016-03-31,2590.00,2.64,1.15,0.26,1.34,238.05,1.51
